;Dataset;Model;Filters;Baseline RMSE;Predicted RMSE;Ratio [%]
90;lipophilicity;SVM;FAF4DruglikeFilter, GSKFilter;0.8209;0.9228;112.40857574076036
1469;lipophilicity;Gradient Boosting Regressor;PAINSFilter, TiceHerbicidesFilter;0.9185;1.0326;112.42343549216203
198;lipophilicity;SVM;GSKFilter, REOSFilter;0.8209;0.9229;112.42419492537547
201;lipophilicity;SVM;GSKFilter, RuleOfVeberFilter;0.8209;0.923;112.43396250440829
1357;lipophilicity;Gradient Boosting Regressor;LINTFilter, TiceHerbicidesFilter;0.9185;1.0333;112.50051150263877
194;lipophilicity;SVM;GSKFilter, NIHFilter;0.8209;0.9236;112.50352321635087
35;lipophilicity;SVM;BMSFilter, GSKFilter;0.8209;0.9236;112.50352321635087
473;lipophilicity;MLP;BeyondRo5Filter, PfizerFilter;1.0169;1.1446;112.552984997583
159;lipophilicity;SVM;GhoseFilter, TiceInsecticidesFilter;0.8209;0.924;112.55928400501946
269;lipophilicity;SVM;LINTFilter, ValenceDiscoveryFilter;0.8209;0.9243;112.58929316690886
248;lipophilicity;SVM;InpharmaticaFilter, TiceInsecticidesFilter;0.8209;0.9243;112.5898498090392
208;lipophilicity;SVM;GSKFilter, ZINCDruglikeFilter;0.8209;0.9248;112.64789738670413
787;lipophilicity;MLP;NIBRFilter, RuleOfFourFilter;1.0169;1.1457;112.66388503911482
193;lipophilicity;SVM;GSKFilter, NIBRFilter;0.8209;0.925;112.67835483731376
1384;lipophilicity;Gradient Boosting Regressor;MLSMRFilter, OpreaFilter;0.9185;1.0352;112.70981069376593
450;lipophilicity;SVM;TiceInsecticidesFilter, ValenceDiscoveryFilter;0.8209;0.9255;112.73559942725964
850;lipophilicity;MLP;PfizerFilter, ZINCDruglikeFilter;1.0169;1.1468;112.7652674870135
955;lipophilicity;SGD;GlaxoFilter, TiceHerbicidesFilter;482070154095.9755;544016276580.3652;112.85002233763196
140;lipophilicity;SVM;GhoseFilter, GSKFilter;0.8209;0.9273;112.95776233434809
1536;lipophilicity;Gradient Boosting Regressor;TiceHerbicidesFilter, TiceInsecticidesFilter;0.9185;1.0376;112.96941026870387
709;lipophilicity;MLP;LINTFilter, MLSMRFilter;1.0169;1.149;112.98285263871017
1739;lipophilicity;Gradient Boosting Regressor;BMSFilter, TiceHerbicidesFilter;0.9215;1.0412;112.99016946786197
157;lipophilicity;SVM;GhoseFilter, SureChEMBLFilter;0.8209;0.9283;113.07458330141458
449;lipophilicity;SVM;TiceHerbicidesFilter, ZINCDruglikeFilter;0.8209;0.9285;113.10566092896588
788;lipophilicity;MLP;NIBRFilter, RuleOfThreeFilter;1.0169;1.1507;113.15481984409261
862;lipophilicity;MLP;RuleOfFourFilter, RuleOfXuFilter;1.0169;1.1518;113.2577781164555
337;lipophilicity;SVM;NIBRFilter, TiceHerbicidesFilter;0.8209;0.9298;113.25793575258977
1442;lipophilicity;Gradient Boosting Regressor;NIHFilter, TiceHerbicidesFilter;0.9185;1.0407;113.31088975104846
430;lipophilicity;SVM;RuleOfVeberFilter, TiceHerbicidesFilter;0.8209;0.9305;113.3411974057297
1294;lipophilicity;Gradient Boosting Regressor;GSKFilter, TiceHerbicidesFilter;0.9185;1.0411;113.35046114227512
1079;lipophilicity;SGD;MLSMRFilter, ValenceDiscoveryFilter;482070154095.9755;546452992756.5273;113.35549154277945
379;lipophilicity;SVM;PAINSFilter, TiceHerbicidesFilter;0.8209;0.9306;113.35743188383034
712;lipophilicity;MLP;LINTFilter, NIHFilter;1.0169;1.1528;113.36177186201984
494;lipophilicity;MLP;BMSFilter, LINTFilter;1.0169;1.1528;113.36177186201984
160;lipophilicity;SVM;GhoseFilter, ValenceDiscoveryFilter;0.8209;0.9308;113.37947117994823
844;lipophilicity;MLP;PfizerFilter, RuleOfXuFilter;1.0169;1.1532;113.39485998055369
321;lipophilicity;SVM;MolecularWeightFilter, TiceHerbicidesFilter;0.8209;0.9313;113.43953841171113
286;lipophilicity;SVM;LipinskiFilter, TiceHerbicidesFilter;0.8209;0.9313;113.43953841171113
448;lipophilicity;SVM;TiceHerbicidesFilter, ZINCBasicFilter;0.8209;0.9314;113.4518036165892
306;lipophilicity;SVM;MLSMRFilter, ValenceDiscoveryFilter;0.8209;0.9316;113.47994153937984
182;lipophilicity;SVM;GlaxoFilter, TiceHerbicidesFilter;0.8209;0.9317;113.4918114746106
734;lipophilicity;MLP;LipinskiFilter, PfizerFilter;1.0169;1.1542;113.49785959258918
866;lipophilicity;MLP;RuleOfFourFilter, ZINCBasicFilter;1.0169;1.1543;113.50589244120665
1337;lipophilicity;Gradient Boosting Regressor;InpharmaticaFilter, TiceHerbicidesFilter;0.9185;1.0425;113.50597398979532
1526;lipophilicity;Gradient Boosting Regressor;RuleOfXuFilter, TiceHerbicidesFilter;0.9185;1.0427;113.52274581288746
25;lipophilicity;SVM;BeyondRo5Filter, TiceHerbicidesFilter;0.8209;0.9322;113.55476968044924
560;lipophilicity;MLP;FAF4DruglikeFilter, RuleOfThreeFilter;1.0169;1.1548;113.56029408127266
861;lipophilicity;MLP;RuleOfFourFilter, RuleOfVeberFilter;1.0169;1.155;113.57355253702967
156;lipophilicity;SVM;GhoseFilter, RuleOfXuFilter;0.8209;0.9324;113.57489348939096
698;lipophilicity;MLP;InpharmaticaFilter, RuleOfThreeFilter;1.0169;1.1558;113.65565278837713
1277;lipophilicity;Gradient Boosting Regressor;GSKFilter, HaoFilter;0.9185;1.044;113.67201708885221
695;lipophilicity;MLP;InpharmaticaFilter, PfizerFilter;1.0169;1.1563;113.70560543242303
1810;lipophilicity;Gradient Boosting Regressor;FAF4LeadlikeFilter, OpreaFilter;0.9215;1.048;113.72873547972087
1819;lipophilicity;Gradient Boosting Regressor;FAF4LeadlikeFilter, TiceHerbicidesFilter;0.9215;1.0482;113.75549701022732
1248;lipophilicity;Gradient Boosting Regressor;GhoseFilter, TiceHerbicidesFilter;0.9185;1.0461;113.90087536794225
352;lipophilicity;SVM;NIHFilter, TiceHerbicidesFilter;0.8209;0.9356;113.96479634191104
54;lipophilicity;SVM;BMSFilter, TiceHerbicidesFilter;0.8209;0.9356;113.96479634191104
846;lipophilicity;MLP;PfizerFilter, TiceHerbicidesFilter;1.0169;1.1594;114.01003937169672
253;lipophilicity;SVM;LINTFilter, MLSMRFilter;0.8209;0.9363;114.05213304694455
785;lipophilicity;MLP;NIBRFilter, PfizerFilter;1.0169;1.1599;114.05495499571785
1285;lipophilicity;Gradient Boosting Regressor;GSKFilter, OpreaFilter;0.9185;1.0479;114.09751127949706
557;lipophilicity;MLP;FAF4DruglikeFilter, PfizerFilter;1.0169;1.1619;114.25521796343028
400;lipophilicity;SVM;REOSFilter, TiceHerbicidesFilter;0.8209;0.9382;114.28482770906005
305;lipophilicity;SVM;MLSMRFilter, TiceInsecticidesFilter;0.8209;0.9382;114.2869071048618
1302;lipophilicity;Gradient Boosting Regressor;HaoFilter, MLSMRFilter;0.9185;1.0497;114.28863495672461
203;lipophilicity;SVM;GSKFilter, SureChEMBLFilter;0.8209;0.9388;114.35138515950098
142;lipophilicity;SVM;GhoseFilter, InpharmaticaFilter;0.8209;0.9388;114.35152249328053
229;lipophilicity;SVM;HaoFilter, ZINCBasicFilter;0.8209;0.9393;114.4168455289542
867;lipophilicity;MLP;RuleOfFourFilter, ZINCDruglikeFilter;1.0169;1.1637;114.42923881471133
7;lipophilicity;SVM;BeyondRo5Filter, HaoFilter;0.8209;0.9396;114.45356984909907
211;lipophilicity;SVM;HaoFilter, LipinskiFilter;0.8209;0.9396;114.45356984909907
213;lipophilicity;SVM;HaoFilter, MolecularWeightFilter;0.8209;0.9396;114.45356984909907
223;lipophilicity;SVM;HaoFilter, RuleOfVeberFilter;0.8209;0.9396;114.45356984909907
217;lipophilicity;SVM;HaoFilter, PAINSFilter;0.8209;0.9396;114.45498962048752
532;lipophilicity;MLP;BrenkFilter, RuleOfFourFilter;1.0169;1.1662;114.6777682144354
36;lipophilicity;SVM;BMSFilter, HaoFilter;0.8209;0.9416;114.70303268064433
215;lipophilicity;SVM;HaoFilter, NIHFilter;0.8209;0.9416;114.70303268064433
1235;lipophilicity;Gradient Boosting Regressor;GhoseFilter, MLSMRFilter;0.9185;1.0536;114.70893147016506
230;lipophilicity;SVM;HaoFilter, ZINCDruglikeFilter;0.8209;0.9418;114.71771300091956
164;lipophilicity;SVM;GlaxoFilter, HaoFilter;0.8209;0.9418;114.72545305633723
61;lipophilicity;SVM;BrenkFilter, GhoseFilter;0.8209;0.942;114.74796838705925
126;lipophilicity;SVM;FAF4LeadlikeFilter, PAINSFilter;0.8209;0.9423;114.77753836209195
276;lipophilicity;SVM;LipinskiFilter, OpreaFilter;0.8209;0.9423;114.78051612702774
137;lipophilicity;SVM;FAF4LeadlikeFilter, ZINCBasicFilter;0.8209;0.9427;114.8257553878103
441;lipophilicity;SVM;SureChEMBLFilter, TiceHerbicidesFilter;0.8209;0.9427;114.8330757991392
131;lipophilicity;SVM;FAF4LeadlikeFilter, RuleOfVeberFilter;0.8209;0.9428;114.84114915396486
32;lipophilicity;SVM;BMSFilter, FAF4LeadlikeFilter;0.8209;0.9428;114.84402030576204
124;lipophilicity;SVM;FAF4LeadlikeFilter, NIHFilter;0.8209;0.9428;114.84402030576204
109;lipophilicity;SVM;FAF4DruglikeFilter, TiceHerbicidesFilter;0.8209;0.9429;114.85059087393896
214;lipophilicity;SVM;HaoFilter, NIBRFilter;0.8209;0.9431;114.88603389477454
123;lipophilicity;SVM;FAF4LeadlikeFilter, NIBRFilter;0.8209;0.9432;114.89199313045653
827;lipophilicity;MLP;PAINSFilter, PfizerFilter;1.0169;1.1684;114.89478671566911
803;lipophilicity;MLP;NIHFilter, RuleOfThreeFilter;1.0169;1.1687;114.91945996293897
505;lipophilicity;MLP;BMSFilter, RuleOfThreeFilter;1.0169;1.1687;114.91945996293897
122;lipophilicity;SVM;FAF4LeadlikeFilter, MolecularWeightFilter;0.8209;0.9435;114.9248880816314
120;lipophilicity;SVM;FAF4LeadlikeFilter, LipinskiFilter;0.8209;0.9435;114.9248880816314
138;lipophilicity;SVM;FAF4LeadlikeFilter, ZINCDruglikeFilter;0.8209;0.9435;114.9248880816314
87;lipophilicity;SVM;FAF4DruglikeFilter, FAF4LeadlikeFilter;0.8209;0.9435;114.9248880816314
116;lipophilicity;SVM;FAF4LeadlikeFilter, GSKFilter;0.8209;0.9435;114.9248880816314
3;lipophilicity;SVM;BeyondRo5Filter, FAF4LeadlikeFilter;0.8209;0.9435;114.9248880816314
843;lipophilicity;MLP;PfizerFilter, RuleOfVeberFilter;1.0169;1.1689;114.94271907420975
1009;lipophilicity;SGD;InpharmaticaFilter, NIHFilter;482070154095.9755;554140007897.4673;114.95007587363382
327;lipophilicity;SVM;NIBRFilter, OpreaFilter;0.8209;0.9442;115.01733584304739
752;lipophilicity;MLP;MLSMRFilter, PfizerFilter;1.0169;1.17;115.0467593023029
364;lipophilicity;SVM;OpreaFilter, RuleOfXuFilter;0.8209;0.9446;115.06626902110577
311;lipophilicity;SVM;MolecularWeightFilter, OpreaFilter;0.8209;0.9446;115.06626902110577
205;lipophilicity;SVM;GSKFilter, TiceInsecticidesFilter;0.8209;0.9447;115.07459479126123
363;lipophilicity;SVM;OpreaFilter, RuleOfVeberFilter;0.8209;0.9448;115.08563714903252
206;lipophilicity;SVM;GSKFilter, ValenceDiscoveryFilter;0.8209;0.9448;115.09090066372929
369;lipophilicity;SVM;OpreaFilter, ZINCBasicFilter;0.8209;0.945;115.11479603911165
1456;lipophilicity;Gradient Boosting Regressor;OpreaFilter, TiceHerbicidesFilter;0.9185;1.0574;115.13089480010035
840;lipophilicity;MLP;PfizerFilter, REOSFilter;1.0169;1.1713;115.18074771599092
370;lipophilicity;SVM;OpreaFilter, ZINCDruglikeFilter;0.8209;0.9458;115.20845491172464
585;lipophilicity;MLP;FAF4LeadlikeFilter, RuleOfThreeFilter;1.0169;1.1718;115.22944193560163
359;lipophilicity;SVM;OpreaFilter, REOSFilter;0.8209;0.946;115.23606544722152
172;lipophilicity;SVM;GlaxoFilter, OpreaFilter;0.8209;0.9461;115.24377873872614
115;lipophilicity;SVM;FAF4LeadlikeFilter, GlaxoFilter;0.8209;0.9462;115.26239030104631
1008;lipophilicity;SGD;InpharmaticaFilter, NIBRFilter;482070154095.9755;555647098693.425;115.2627048101387
15;lipophilicity;SVM;BeyondRo5Filter, OpreaFilter;0.8209;0.9464;115.2878175032793
114;lipophilicity;SVM;FAF4LeadlikeFilter, GhoseFilter;0.8209;0.9467;115.31459517351725
227;lipophilicity;SVM;HaoFilter, TiceInsecticidesFilter;0.8209;0.9476;115.43098132631711
1591;lipophilicity;SGD;BMSFilter, PAINSFilter;427781094874.2798;493809993816.9093;115.43520733706913
99;lipophilicity;SVM;FAF4DruglikeFilter, OpreaFilter;0.8209;0.9477;115.44240012705566
188;lipophilicity;SVM;GSKFilter, InpharmaticaFilter;0.8209;0.9478;115.45255355056494
202;lipophilicity;SVM;GSKFilter, RuleOfXuFilter;0.8209;0.9479;115.46614497370125
145;lipophilicity;SVM;GhoseFilter, MLSMRFilter;0.8209;0.9484;115.52403677066616
1802;lipophilicity;Gradient Boosting Regressor;FAF4LeadlikeFilter, HaoFilter;0.9215;1.0646;115.53544723140806
342;lipophilicity;SVM;NIHFilter, OpreaFilter;0.8209;0.9486;115.54689977609299
44;lipophilicity;SVM;BMSFilter, OpreaFilter;0.8209;0.9486;115.54689977609299
91;lipophilicity;SVM;FAF4DruglikeFilter, HaoFilter;0.8209;0.9488;115.57742483210731
143;lipophilicity;SVM;GhoseFilter, LINTFilter;0.8209;0.949;115.59709948798212
63;lipophilicity;SVM;BrenkFilter, GSKFilter;0.8209;0.949;115.60364173132554
849;lipophilicity;MLP;PfizerFilter, ZINCBasicFilter;1.0169;1.1757;115.6118243434378
1537;lipophilicity;Gradient Boosting Regressor;TiceHerbicidesFilter, ValenceDiscoveryFilter;0.9185;1.062;115.63334471507594
357;lipophilicity;SVM;OpreaFilter, PAINSFilter;0.8209;0.9493;115.63356317548087
225;lipophilicity;SVM;HaoFilter, SureChEMBLFilter;0.8209;0.9498;115.69184249135076
1075;lipophilicity;SGD;MLSMRFilter, RuleOfXuFilter;482070154095.9755;558325309449.9059;115.81826933404152
128;lipophilicity;SVM;FAF4LeadlikeFilter, REOSFilter;0.8209;0.9512;115.86144990498515
697;lipophilicity;MLP;InpharmaticaFilter, RuleOfFourFilter;1.0169;1.1783;115.87038194675313
633;lipophilicity;MLP;GlaxoFilter, RuleOfThreeFilter;1.0169;1.1793;115.96162227522753
772;lipophilicity;MLP;MolecularWeightFilter, RuleOfThreeFilter;1.0169;1.1795;115.97958563706268
875;lipophilicity;MLP;RuleOfThreeFilter, ZINCBasicFilter;1.0169;1.1795;115.97958563706268
737;lipophilicity;MLP;LipinskiFilter, RuleOfThreeFilter;1.0169;1.1795;115.97958563706268
869;lipophilicity;MLP;RuleOfThreeFilter, RuleOfVeberFilter;1.0169;1.1795;115.97958563706268
655;lipophilicity;MLP;GSKFilter, RuleOfThreeFilter;1.0169;1.1795;115.97958563706268
476;lipophilicity;MLP;BeyondRo5Filter, RuleOfThreeFilter;1.0169;1.1795;115.97958563706268
1587;lipophilicity;SGD;BMSFilter, MolecularWeightFilter;427781094874.2798;496504510690.1843;116.06508951408937
367;lipophilicity;SVM;OpreaFilter, TiceInsecticidesFilter;0.8209;0.9529;116.07344332344918
368;lipophilicity;SVM;OpreaFilter, ValenceDiscoveryFilter;0.8209;0.9529;116.07633993886148
1604;lipophilicity;SGD;BMSFilter, ZINCDruglikeFilter;427781094874.2798;497417721293.9052;116.27856566220882
1281;lipophilicity;Gradient Boosting Regressor;GSKFilter, MLSMRFilter;0.9185;1.0681;116.2955052575826
677;lipophilicity;MLP;HaoFilter, RuleOfThreeFilter;1.0169;1.1829;116.31701918244408
219;lipophilicity;SVM;HaoFilter, REOSFilter;0.8209;0.955;116.33379945870423
135;lipophilicity;SVM;FAF4LeadlikeFilter, TiceInsecticidesFilter;0.8209;0.9553;116.37139081711838
864;lipophilicity;MLP;RuleOfFourFilter, TiceInsecticidesFilter;1.0169;1.1834;116.37167819664265
82;lipophilicity;SVM;BrenkFilter, TiceHerbicidesFilter;0.8209;0.9556;116.40330230049281
1048;lipophilicity;SGD;LipinskiFilter, NIHFilter;482070154095.9755;561645355855.4379;116.5069754025095
1806;lipophilicity;Gradient Boosting Regressor;FAF4LeadlikeFilter, MLSMRFilter;0.9215;1.074;116.54747892388022
1394;lipophilicity;Gradient Boosting Regressor;MLSMRFilter, TiceHerbicidesFilter;0.9185;1.0709;116.60300790862539
204;lipophilicity;SVM;GSKFilter, TiceHerbicidesFilter;0.8209;0.9576;116.65082442708794
848;lipophilicity;MLP;PfizerFilter, ValenceDiscoveryFilter;1.0169;1.1867;116.6904075036281
1562;lipophilicity;SGD;BeyondRo5Filter, PAINSFilter;427781094874.2798;499472453432.8317;116.75888893117663
365;lipophilicity;SVM;OpreaFilter, SureChEMBLFilter;0.8209;0.9586;116.76272550446444
436;lipophilicity;SVM;RuleOfXuFilter, TiceHerbicidesFilter;0.8209;0.9587;116.77831104366363
64;lipophilicity;SVM;BrenkFilter, HaoFilter;0.8209;0.9594;116.86436639177293
1097;lipophilicity;SGD;MolecularWeightFilter, ZINCBasicFilter;482070154095.9755;563427873325.8201;116.87673848683173
133;lipophilicity;SVM;FAF4LeadlikeFilter, SureChEMBLFilter;0.8209;0.9598;116.91021081605967
141;lipophilicity;SVM;GhoseFilter, HaoFilter;0.8209;0.9598;116.91989351656362
830;lipophilicity;MLP;PAINSFilter, RuleOfThreeFilter;1.0169;1.1892;116.93369060794517
447;lipophilicity;SVM;TiceHerbicidesFilter, ValenceDiscoveryFilter;0.8209;0.9607;117.02793405001132
609;lipophilicity;MLP;GhoseFilter, RuleOfThreeFilter;1.0169;1.1911;117.12928418725068
446;lipophilicity;SVM;TiceHerbicidesFilter, TiceInsecticidesFilter;0.8209;0.9619;117.16559024206316
118;lipophilicity;SVM;FAF4LeadlikeFilter, InpharmaticaFilter;0.8209;0.9623;117.22324323200957
1096;lipophilicity;SGD;MolecularWeightFilter, ValenceDiscoveryFilter;482070154095.9755;565443408076.1261;117.2948383698427
149;lipophilicity;SVM;GhoseFilter, OpreaFilter;0.8209;0.9638;117.39754590128095
1574;lipophilicity;SGD;BeyondRo5Filter, ZINCBasicFilter;427781094874.2798;502230588439.9169;117.40364276441832
873;lipophilicity;MLP;RuleOfThreeFilter, TiceInsecticidesFilter;1.0169;1.1947;117.48012361320421
60;lipophilicity;SVM;BrenkFilter, FAF4LeadlikeFilter;0.8209;0.9653;117.57826962607479
247;lipophilicity;SVM;InpharmaticaFilter, TiceHerbicidesFilter;0.8209;0.9653;117.57909330503445
158;lipophilicity;SVM;GhoseFilter, TiceHerbicidesFilter;0.8209;0.9657;117.62922644566277
1316;lipophilicity;Gradient Boosting Regressor;HaoFilter, TiceHerbicidesFilter;0.9185;1.0807;117.66762575554222
209;lipophilicity;SVM;HaoFilter, InpharmaticaFilter;0.8209;0.9662;117.69621153714903
871;lipophilicity;MLP;RuleOfThreeFilter, SureChEMBLFilter;1.0169;1.1977;117.76985267367456
754;lipophilicity;MLP;MLSMRFilter, RuleOfFourFilter;1.0169;1.1979;117.79789397678277
189;lipophilicity;SVM;GSKFilter, LINTFilter;0.8209;0.9678;117.89462150848591
191;lipophilicity;SVM;GSKFilter, MLSMRFilter;0.8209;0.9695;118.0947507499464
136;lipophilicity;SVM;FAF4LeadlikeFilter, ValenceDiscoveryFilter;0.8209;0.9697;118.12001245263033
865;lipophilicity;MLP;RuleOfFourFilter, ValenceDiscoveryFilter;1.0169;1.2031;118.30676469385001
210;lipophilicity;SVM;HaoFilter, LINTFilter;0.8209;0.9713;118.31908883174593
1068;lipophilicity;SGD;MLSMRFilter, PAINSFilter;482070154095.9755;570926990593.4336;118.43234552947817
132;lipophilicity;SVM;FAF4LeadlikeFilter, RuleOfXuFilter;0.8209;0.9733;118.55474529160549
195;lipophilicity;SVM;GSKFilter, OpreaFilter;0.8209;0.9738;118.62165029590695
187;lipophilicity;SVM;GSKFilter, HaoFilter;0.8209;0.9739;118.62682134309735
755;lipophilicity;MLP;MLSMRFilter, RuleOfThreeFilter;1.0169;1.2075;118.73394192271395
224;lipophilicity;SVM;HaoFilter, RuleOfXuFilter;0.8209;0.9751;118.7740920805318
72;lipophilicity;SVM;BrenkFilter, OpreaFilter;0.8209;0.9753;118.80217521500485
1060;lipophilicity;SGD;LipinskiFilter, TiceInsecticidesFilter;482070154095.9755;573454379490.7014;118.95662376487472
212;lipophilicity;SVM;HaoFilter, MLSMRFilter;0.8209;0.977;119.0095234052539
1126;lipophilicity;SGD;NIHFilter, TiceInsecticidesFilter;482070154095.9755;574097672401.4868;119.09006760190127
134;lipophilicity;SVM;FAF4LeadlikeFilter, TiceHerbicidesFilter;0.8209;0.9783;119.17102204328404
1554;lipophilicity;SGD;BeyondRo5Filter, InpharmaticaFilter;427781094874.2798;510699922001.6083;119.38347162155387
938;lipophilicity;SGD;GlaxoFilter, InpharmaticaFilter;482070154095.9755;575623953405.2715;119.40667732992868
533;lipophilicity;MLP;BrenkFilter, RuleOfThreeFilter;1.0169;1.2143;119.40894870357526
304;lipophilicity;SVM;MLSMRFilter, TiceHerbicidesFilter;0.8209;0.9808;119.4748551947429
257;lipophilicity;SVM;LINTFilter, OpreaFilter;0.8209;0.9812;119.52392825612937
119;lipophilicity;SVM;FAF4LeadlikeFilter, LINTFilter;0.8209;0.983;119.74320512277752
125;lipophilicity;SVM;FAF4LeadlikeFilter, OpreaFilter;0.8209;0.9835;119.79969472217391
1602;lipophilicity;SGD;BMSFilter, ValenceDiscoveryFilter;427781094874.2798;512593853857.8625;119.8262055055304
1586;lipophilicity;SGD;BMSFilter, MLSMRFilter;427781094874.2798;513265431259.2497;119.98319640798825
237;lipophilicity;SVM;InpharmaticaFilter, OpreaFilter;0.8209;0.9851;119.9956125304584
228;lipophilicity;SVM;HaoFilter, ValenceDiscoveryFilter;0.8209;0.9853;120.01980566263104
816;lipophilicity;MLP;OpreaFilter, RuleOfFourFilter;1.0169;1.2213;120.09587473336877
872;lipophilicity;MLP;RuleOfThreeFilter, TiceHerbicidesFilter;1.0169;1.2233;120.2864170046237
117;lipophilicity;SVM;FAF4LeadlikeFilter, HaoFilter;0.8209;0.9875;120.28718745467353
653;lipophilicity;MLP;GSKFilter, PfizerFilter;1.0169;1.2235;120.30765997908479
294;lipophilicity;SVM;MLSMRFilter, OpreaFilter;0.8209;0.9886;120.4213295262448
121;lipophilicity;SVM;FAF4LeadlikeFilter, MLSMRFilter;0.8209;0.9903;120.62510537649574
1026;lipophilicity;SGD;LINTFilter, MLSMRFilter;482070154095.9755;582520500174.6277;120.83728793935113
366;lipophilicity;SVM;OpreaFilter, TiceHerbicidesFilter;0.8209;0.9924;120.88187237420203
1045;lipophilicity;SGD;LipinskiFilter, MLSMRFilter;482070154095.9755;583871492418.1176;121.11753599702718
216;lipophilicity;SVM;HaoFilter, OpreaFilter;0.8209;0.9949;121.18963920188752
1156;lipophilicity;SGD;PAINSFilter, ZINCDruglikeFilter;482070154095.9755;584279119791.2432;121.20209368425634
852;lipophilicity;MLP;REOSFilter, RuleOfThreeFilter;1.0169;1.2364;121.58277592993115
847;lipophilicity;MLP;PfizerFilter, TiceInsecticidesFilter;1.0169;1.2366;121.60335033169412
1572;lipophilicity;SGD;BeyondRo5Filter, TiceInsecticidesFilter;427781094874.2798;521996815223.7603;122.02428332583735
1142;lipophilicity;SGD;OpreaFilter, ZINCBasicFilter;482070154095.9755;589011855015.4612;122.1838460669761
1644;lipophilicity;SGD;FAF4DruglikeFilter, NIHFilter;427781094874.2798;523565590159.8225;122.39100709059916
814;lipophilicity;MLP;OpreaFilter, PfizerFilter;1.0169;1.2453;122.45298596534575
1052;lipophilicity;SGD;LipinskiFilter, REOSFilter;482070154095.9755;590947607247.0159;122.58539596901987
267;lipophilicity;SVM;LINTFilter, TiceHerbicidesFilter;0.8209;1.0078;122.76377343992012
1615;lipophilicity;SGD;BrenkFilter, MolecularWeightFilter;427781094874.2798;525261195939.6469;122.78737939413043
1124;lipophilicity;SGD;NIHFilter, SureChEMBLFilter;482070154095.9755;592438827671.5493;122.89473277650798
1081;lipophilicity;SGD;MLSMRFilter, ZINCDruglikeFilter;482070154095.9755;592643611930.0452;122.93721295429036
919;lipophilicity;SGD;GhoseFilter, MolecularWeightFilter;482070154095.9755;593004089152.797;123.01198987621531
1225;lipophilicity;SGD;TiceInsecticidesFilter, ZINCDruglikeFilter;482070154095.9755;593332129031.6611;123.08003803810148
226;lipophilicity;SVM;HaoFilter, TiceHerbicidesFilter;0.8209;1.0115;123.21373851872292
1027;lipophilicity;SGD;LINTFilter, MolecularWeightFilter;482070154095.9755;594191855059.5408;123.25837847684778
851;lipophilicity;MLP;REOSFilter, RuleOfFourFilter;1.0169;1.2542;123.3274002968064
1585;lipophilicity;SGD;BMSFilter, LipinskiFilter;427781094874.2798;527820634445.0537;123.38568505468304
1017;lipophilicity;SGD;InpharmaticaFilter, RuleOfVeberFilter;482070154095.9755;595874145474.7657;123.6073505924063
559;lipophilicity;MLP;FAF4DruglikeFilter, RuleOfFourFilter;1.0169;1.2585;123.75260337815193
607;lipophilicity;MLP;GhoseFilter, PfizerFilter;1.0169;1.259;123.79999844625502
874;lipophilicity;MLP;RuleOfThreeFilter, ValenceDiscoveryFilter;1.0169;1.2591;123.81156271706395
1625;lipophilicity;SGD;BrenkFilter, RuleOfVeberFilter;427781094874.2798;530630294469.4526;124.04248360376913
1006;lipophilicity;SGD;InpharmaticaFilter, MLSMRFilter;482070154095.9755;598629132137.5154;124.1788414095294
1204;lipophilicity;SGD;RuleOfVeberFilter, TiceInsecticidesFilter;482070154095.9755;599801796462.1405;124.42209735778948
915;lipophilicity;SGD;GhoseFilter, InpharmaticaFilter;482070154095.9755;601725771767.502;124.82120426972214
1216;lipophilicity;SGD;SureChEMBLFilter, ValenceDiscoveryFilter;482070154095.9755;601856070829.4417;124.84823333610026
1041;lipophilicity;SGD;LINTFilter, TiceInsecticidesFilter;482070154095.9755;602179976730.6603;124.91542395108992
1614;lipophilicity;SGD;BrenkFilter, MLSMRFilter;427781094874.2798;534432274286.6793;124.93125121476982
1004;lipophilicity;SGD;InpharmaticaFilter, LINTFilter;482070154095.9755;602409917080.1399;124.96312247536608
676;lipophilicity;MLP;HaoFilter, RuleOfFourFilter;1.0169;1.2709;124.97184887014011
817;lipophilicity;MLP;OpreaFilter, RuleOfThreeFilter;1.0169;1.2741;125.28922146927088
1129;lipophilicity;SGD;NIHFilter, ZINCDruglikeFilter;482070154095.9755;604868728502.5946;125.47317508940226
933;lipophilicity;SGD;GhoseFilter, ValenceDiscoveryFilter;482070154095.9755;605490746176.3016;125.60220561917515
715;lipophilicity;MLP;LINTFilter, PfizerFilter;1.0169;1.2777;125.64237768400737
1043;lipophilicity;SGD;LINTFilter, ZINCBasicFilter;482070154095.9755;607584896938.8396;126.03661350457205
883;lipophilicity;MLP;RuleOfTwoFilter, ZINCDruglikeFilter;1.0169;1.2945;127.29385811504115
1648;lipophilicity;SGD;FAF4DruglikeFilter, REOSFilter;427781094874.2798;545415730753.3469;127.49879255735661
1634;lipophilicity;SGD;FAF4DruglikeFilter, GhoseFilter;427781094874.2798;548936485122.6828;128.32181966433305
561;lipophilicity;MLP;FAF4DruglikeFilter, RuleOfTwoFilter;1.0169;1.3065;128.4717832617037
1605;lipophilicity;SGD;BrenkFilter, FAF4DruglikeFilter;427781094874.2798;549679692798.6583;128.49555517646314
