;Dataset;Model;Filters;Baseline value;Predicted ROC-AUC;Ratio [%]
833;bace;GaussianNB;"BMSFilter;GSKFilter";59.4958;-9.6054;83.8553
948;bace;GaussianNB;"GhoseFilter;ValenceDiscoveryFilter";59.4958;-9.6054;83.8553
936;bace;GaussianNB;"GhoseFilter;MolecularWeightFilter";59.4958;-9.6054;83.8553
1070;bace;GaussianNB;"MLSMRFilter;OpreaFilter";59.4958;-9.6054;83.8553
937;bace;GaussianNB;"GhoseFilter;NIBRFilter";59.4958;-9.6054;83.8553
988;bace;GaussianNB;"GSKFilter;TiceHerbicidesFilter";59.4958;-9.6054;83.8553
942;bace;GaussianNB;"GhoseFilter;REOSFilter";59.4958;-9.6054;83.8553
949;bace;GaussianNB;"GhoseFilter;ZINCBasicFilter";59.4958;-9.6054;83.8553
938;bace;GaussianNB;"GhoseFilter;NIHFilter";59.4958;-9.6054;83.8553
940;bace;GaussianNB;"GhoseFilter;PAINSFilter";59.4958;-9.6054;83.8553
935;bace;GaussianNB;"GhoseFilter;MLSMRFilter";59.4958;-9.6054;83.8553
991;bace;GaussianNB;"GSKFilter;ZINCBasicFilter";59.4958;-9.6054;83.8553
934;bace;GaussianNB;"GhoseFilter;LipinskiFilter";59.4958;-9.6054;83.8553
984;bace;GaussianNB;"GSKFilter;REOSFilter";59.4958;-9.6054;83.8553
1072;bace;GaussianNB;"MLSMRFilter;PfizerFilter";59.4958;-9.6054;83.8553
976;bace;GaussianNB;"GSKFilter;LipinskiFilter";59.4958;-9.6054;83.8553
977;bace;GaussianNB;"GSKFilter;MLSMRFilter";59.4958;-9.6054;83.8553
978;bace;GaussianNB;"GSKFilter;MolecularWeightFilter";59.4958;-9.6054;83.8553
979;bace;GaussianNB;"GSKFilter;NIBRFilter";59.4958;-9.6054;83.8553
980;bace;GaussianNB;"GSKFilter;NIHFilter";59.4958;-9.6054;83.8553
982;bace;GaussianNB;"GSKFilter;PAINSFilter";59.4958;-9.6054;83.8553
990;bace;GaussianNB;"GSKFilter;ValenceDiscoveryFilter";59.4958;-9.6054;83.8553
985;bace;GaussianNB;"GSKFilter;RuleOfVeberFilter";59.4958;-9.6054;83.8553
806;bace;GaussianNB;"BeyondRo5Filter;GSKFilter";59.4958;-9.6054;83.8553
930;bace;GaussianNB;"GhoseFilter;GSKFilter";59.4958;-9.6054;83.8553
1008;bace;GaussianNB;"HaoFilter;TiceHerbicidesFilter";59.4958;-9.6054;83.8553
804;bace;GaussianNB;"BeyondRo5Filter;GhoseFilter";59.4958;-9.6054;83.8553
946;bace;GaussianNB;"GhoseFilter;TiceHerbicidesFilter";59.4958;-9.6054;83.8553
1164;bace;GaussianNB;"REOSFilter;ZINCDruglikeFilter";59.4958;-9.6099;83.8478
868;bace;GaussianNB;"BrenkFilter;OpreaFilter";59.4958;-9.6501;83.7801
910;bace;GaussianNB;"FAF4LeadlikeFilter;InpharmaticaFilter";59.4958;-9.6501;83.7801
145;bace;LogisticRegression;"GhoseFilter;SureChEMBLFilter";79.796;-29.9705;62.4411
1046;bace;GaussianNB;"LINTFilter;TiceInsecticidesFilter";59.4958;-9.6747;83.7388
877;bace;GaussianNB;"BrenkFilter;TiceInsecticidesFilter";59.4958;-9.6747;83.7388
187;bace;LogisticRegression;"GSKFilter;SureChEMBLFilter";79.796;-29.9839;62.4243
947;bace;GaussianNB;"GhoseFilter;TiceInsecticidesFilter";59.4958;-9.715;83.6711
989;bace;GaussianNB;"GSKFilter;TiceInsecticidesFilter";59.4958;-9.715;83.6711
933;bace;GaussianNB;"GhoseFilter;LINTFilter";59.4958;-9.715;83.6711
945;bace;GaussianNB;"GhoseFilter;SureChEMBLFilter";59.4958;-9.715;83.6711
929;bace;GaussianNB;"GhoseFilter;GlaxoFilter";59.4958;-9.715;83.6711
895;bace;GaussianNB;"FAF4DruglikeFilter;PfizerFilter";59.4958;-9.715;83.6711
931;bace;GaussianNB;"GhoseFilter;HaoFilter";59.4958;-9.715;83.6711
909;bace;GaussianNB;"FAF4LeadlikeFilter;HaoFilter";59.4958;-9.8246;83.4869
1127;bace;GaussianNB;"OpreaFilter;REOSFilter";59.4958;-9.8694;83.4117
1132;bace;GaussianNB;"OpreaFilter;TiceInsecticidesFilter";59.4958;-9.8694;83.4117
944;bace;GaussianNB;"GhoseFilter;RuleOfXuFilter";59.4958;-9.8895;83.3778
986;bace;GaussianNB;"GSKFilter;RuleOfXuFilter";59.4958;-9.8895;83.3778
983;bace;GaussianNB;"GSKFilter;PfizerFilter";59.4958;-9.8895;83.3778
1002;bace;GaussianNB;"HaoFilter;PfizerFilter";59.4958;-9.8895;83.3778
941;bace;GaussianNB;"GhoseFilter;PfizerFilter";59.4958;-9.8895;83.3778
1007;bace;GaussianNB;"HaoFilter;SureChEMBLFilter";59.4958;-9.9253;83.3177
1037;bace;GaussianNB;"LINTFilter;OpreaFilter";59.4958;-9.9342;83.3026
1152;bace;GaussianNB;"PfizerFilter;TiceInsecticidesFilter";59.4958;-9.9342;83.3026
1126;bace;GaussianNB;"OpreaFilter;PfizerFilter";59.4958;-9.9991;83.1936
1167;bace;GaussianNB;"RuleOfFourFilter;SureChEMBLFilter";59.4958;-9.9991;83.1936
803;bace;GaussianNB;"BeyondRo5Filter;FAF4LeadlikeFilter";59.4958;-10.1087;83.0094
908;bace;GaussianNB;"FAF4LeadlikeFilter;GSKFilter";59.4958;-10.1087;83.0094
1155;bace;GaussianNB;"PfizerFilter;ZINCDruglikeFilter";59.4958;-10.1087;83.0094
928;bace;GaussianNB;"FAF4LeadlikeFilter;ZINCDruglikeFilter";59.4958;-10.1087;83.0094
907;bace;GaussianNB;"FAF4LeadlikeFilter;GlaxoFilter";59.4958;-10.1087;83.0094
830;bace;GaussianNB;"BMSFilter;FAF4LeadlikeFilter";59.4958;-10.1087;83.0094
912;bace;GaussianNB;"FAF4LeadlikeFilter;LipinskiFilter";59.4958;-10.1087;83.0094
923;bace;GaussianNB;"FAF4LeadlikeFilter;SureChEMBLFilter";59.4958;-10.1087;83.0094
914;bace;GaussianNB;"FAF4LeadlikeFilter;MolecularWeightFilter";59.4958;-10.1087;83.0094
881;bace;GaussianNB;"FAF4DruglikeFilter;FAF4LeadlikeFilter";59.4958;-10.1087;83.0094
915;bace;GaussianNB;"FAF4LeadlikeFilter;NIBRFilter";59.4958;-10.1087;83.0094
916;bace;GaussianNB;"FAF4LeadlikeFilter;NIHFilter";59.4958;-10.1087;83.0094
925;bace;GaussianNB;"FAF4LeadlikeFilter;TiceInsecticidesFilter";59.4958;-10.1087;83.0094
918;bace;GaussianNB;"FAF4LeadlikeFilter;PAINSFilter";59.4958;-10.1087;83.0094
921;bace;GaussianNB;"FAF4LeadlikeFilter;RuleOfVeberFilter";59.4958;-10.1087;83.0094
927;bace;GaussianNB;"FAF4LeadlikeFilter;ZINCBasicFilter";59.4958;-10.1087;83.0094
902;bace;GaussianNB;"FAF4DruglikeFilter;TiceInsecticidesFilter";59.4958;-10.1535;82.9342
886;bace;GaussianNB;"FAF4DruglikeFilter;InpharmaticaFilter";59.4958;-10.1535;82.9342
919;bace;GaussianNB;"FAF4LeadlikeFilter;PfizerFilter";59.4958;-10.2832;82.7161
922;bace;GaussianNB;"FAF4LeadlikeFilter;RuleOfXuFilter";59.4958;-10.2832;82.7161
913;bace;GaussianNB;"FAF4LeadlikeFilter;MLSMRFilter";59.4958;-10.2832;82.7161
917;bace;GaussianNB;"FAF4LeadlikeFilter;OpreaFilter";59.4958;-10.2832;82.7161
981;bace;GaussianNB;"GSKFilter;OpreaFilter";59.4958;-10.2832;82.7161
939;bace;GaussianNB;"GhoseFilter;OpreaFilter";59.4958;-10.2832;82.7161
541;bace;GradientBoostingClassifier;"GhoseFilter;PfizerFilter";78.4605;-29.286;62.6743
519;bace;GradientBoostingClassifier;"FAF4LeadlikeFilter;PfizerFilter";78.4605;-29.2882;62.6714
882;bace;GaussianNB;"FAF4DruglikeFilter;GhoseFilter";59.4958;-10.3928;82.5319
950;bace;GaussianNB;"GhoseFilter;ZINCDruglikeFilter";59.4958;-10.3928;82.5319
1159;bace;GaussianNB;"REOSFilter;SureChEMBLFilter";59.4958;-10.4622;82.4153
906;bace;GaussianNB;"FAF4LeadlikeFilter;GhoseFilter";59.4958;-10.5024;82.3476
926;bace;GaussianNB;"FAF4LeadlikeFilter;ValenceDiscoveryFilter";59.4958;-10.5024;82.3476
920;bace;GaussianNB;"FAF4LeadlikeFilter;REOSFilter";59.4958;-10.5024;82.3476
1028;bace;GaussianNB;"InpharmaticaFilter;TiceInsecticidesFilter";59.4958;-10.527;82.3063
911;bace;GaussianNB;"FAF4LeadlikeFilter;LINTFilter";59.4958;-10.612;82.1634
274;bace;LogisticRegression;"MLSMRFilter;RuleOfFourFilter";79.796;-31.0755;61.0563
674;bace;GradientBoostingClassifier;"MLSMRFilter;RuleOfFourFilter";78.4605;-29.8363;61.9729
186;bace;LogisticRegression;"GSKFilter;RuleOfXuFilter";79.796;-31.1918;60.9105
1171;bace;GaussianNB;"RuleOfFourFilter;ZINCDruglikeFilter";59.4958;-10.9006;81.6784
144;bace;LogisticRegression;"GhoseFilter;RuleOfXuFilter";79.796;-31.3842;60.6694
1033;bace;GaussianNB;"LINTFilter;MLSMRFilter";59.4958;-11.4486;80.7572
771;bace;GradientBoostingClassifier;"RuleOfFourFilter;ZINCDruglikeFilter";78.4605;-31.6638;59.6436
